オーダーID,オーダー日,顧客ID,商品ID,数量,売上,出荷日,キャンセル日,ステータス
202102260008-1,2021-02-26,C00001299,TB-BUNN,2,19600,2021-03-01,,配達済み
202102260004-1,2021-02-26,C00000487,PA-CWGL,1,14300,2021-03-03,,配達済み
202102260009-1,2021-02-26,C00001326,PA-BWGS,1,19800,2021-03-01,,配達済み
202102270008-1,2021-02-27,C00001859,NI-CWGM,1,12400,2021-03-03,,配達済み
202102270006-1,2021-02-27,C00001455,PA-CMGS,1,14300,2021-03-04,,配達済み
202102270007-1,2021-02-27,C00001673,TS-AWWS,1,8900,2021-03-04,,配達済み
202102270004-1,2021-02-27,C00001333,SW-BMWL,1,15900,2021-03-03,,配達済み
202102270013-1,2021-02-27,C00001869,HA-AUNN,1,5280,2021-03-03,,配達済み
202102270005-1,2021-02-27,C00001361,TS-BWBM,1,7600,2021-03-02,,配達済み
202102270001-1,2021-02-27,C00000733,NI-BMWS,1,14500,2021-03-02,,配達済み
202102270000-2,2021-02-27,C00000673,JA-AWWL,2,63800,2021-03-06,,配達済み
202102270014-1,2021-02-27,C00001967,BP-CUNN,1,12900,2021-03-05,,配達済み
202102270000-1,2021-02-27,C00000673,SW-AWBL,1,17600,2021-03-06,,配達済み
202103010004-2,2021-03-01,C00001896,TS-BWGL,1,7600,2021-03-05,,配達済み
202103010004-1,2021-03-01,C00001896,PA-CMGL,1,14300,2021-03-06,,配達済み
202103010001-1,2021-03-01,C00000287,BP-BUNN,1,9800,2021-03-04,,配達済み
202103010002-1,2021-03-01,C00000926,TO-AUNN,1,2280,2021-03-05,,配達済み
202103010002-2,2021-03-01,C00000926,PA-BWWM,1,19800,2021-03-05,,配達済み
202103010007-1,2021-03-01,C00001968,TS-AMGL,1,7900,2021-03-06,,配達済み
202103050013-2,2021-03-05,C00001944,PA-CWBM,4,57200,2021-03-12,,配達済み
202103050005-1,2021-03-05,C00000802,HC-AUNN,1,1200,2021-03-11,,配達済み
202103050013-1,2021-03-05,C00001944,NI-CWWS,1,12400,2021-03-12,,配達済み
202103050002-1,2021-03-05,C00000279,SB-AUNN,1,8800,2021-03-11,,配達済み
202103050000-1,2021-03-05,C00000012,TO-BUNN,4,8720,2021-03-11,,配達済み
202103050011-1,2021-03-05,C00001146,NI-AMWS,1,10000,2021-03-13,,配達済み
202103050007-1,2021-03-05,C00001121,NI-AWGL,1,11000,2021-03-11,,配達済み
202103050012-1,2021-03-05,C00001862,PA-BMGM,1,20000,2021-03-12,,配達済み
202103050017-1,2021-03-05,C00002156,SB-AUNN,1,8800,2021-03-09,,配達済み
202103050004-1,2021-03-05,C00000644,JA-CWWM,1,22100,2021-03-11,,配達済み
202103050006-1,2021-03-05,C00000861,PA-BWWL,1,19800,2021-03-14,,配達済み
202103050001-1,2021-03-05,C00000191,HC-AUNN,1,1200,2021-03-11,,配達済み
202103060012-1,2021-03-06,C00001077,PA-AMWM,1,16500,2021-03-10,,配達済み
202103060025-1,2021-03-06,C00001528,NI-AWWM,1,11000,2021-03-06,,配達済み
202103060024-1,2021-03-06,C00001466,PA-CWWS,1,14300,2021-03-06,,配達済み
202103060012-2,2021-03-06,C00001077,CT-AMBL,1,39600,2021-03-11,,配達済み
202103060011-1,2021-03-06,C00000939,PA-CWBM,1,14300,2021-03-08,,配達済み
202103060028-1,2021-03-06,C00001584,SW-CWGL,1,18400,2021-03-11,,配達済み
202103060026-1,2021-03-06,C00001531,TS-CMBL,3,22800,2021-03-13,,配達済み
202103060021-1,2021-03-06,C00001300,TO-AUNN,1,2280,2021-03-10,,配達済み
202103060007-1,2021-03-06,C00000692,PA-AMBM,1,16500,2021-03-12,,配達済み
202103060031-1,2021-03-06,C00001882,TS-CWWM,1,7600,2021-03-06,,配達済み
202103060008-1,2021-03-06,C00000711,TO-AUNN,1,2280,2021-03-07,,配達済み
202103060000-2,2021-03-06,C00000185,SK-AWWS,3,54300,2021-03-07,,配達済み
202103060003-1,2021-03-06,C00000301,SK-AWBL,1,18100,2021-03-12,,配達済み
202103060000-1,2021-03-06,C00000185,TO-BUNN,1,2180,2021-03-08,,配達済み
202103060030-1,2021-03-06,C00001877,SK-AWWL,2,36200,2021-03-13,,配達済み
202103060021-2,2021-03-06,C00001300,JA-AWWL,1,31900,2021-03-11,,配達済み
202103060010-1,2021-03-06,C00000885,PA-BWWL,1,19800,2021-03-10,,配達済み
202103060016-1,2021-03-06,C00001090,TS-BMGL,1,8700,2021-03-10,,配達済み
202103060005-1,2021-03-06,C00000301,PA-BWWS,4,79200,2021-03-11,,配達済み
202103070005-1,2021-03-07,C00000537,SW-BWGL,1,15900,2021-03-13,,配達済み
202103070000-1,2021-03-07,C00000043,TS-BMWS,1,8700,2021-03-11,,配達済み
202103070006-1,2021-03-07,C00000999,PA-AMWM,1,16500,2021-03-13,,配達済み
202103070011-1,2021-03-07,C00001827,HA-BUNN,1,4800,2021-03-13,,配達済み
202103070010-1,2021-03-07,C00001441,TO-BUNN,2,4360,2021-03-14,,配達済み
202103070001-1,2021-03-07,C00000361,BP-AUNN,1,10200,2021-03-11,,配達済み
202103080008-1,2021-03-08,C00001440,HA-AUNN,1,5280,2021-03-12,,配達済み
202103080005-1,2021-03-08,C00001161,PA-AMBS,1,16500,2021-03-13,,配達済み
202103080003-1,2021-03-08,C00000457,PA-AMBM,1,16500,2021-03-11,,配達済み
202103080000-1,2021-03-08,C00000002,PA-CWWL,1,14300,2021-03-11,,配達済み
202103080009-1,2021-03-08,C00002116,NI-CMBL,3,36900,2021-03-13,,配達済み
202103110022-2,2021-03-11,C00002108,TB-AUNN,1,7800,2021-03-16,,配達済み
202103110020-1,2021-03-11,C00001771,PA-AMGS,1,16500,2021-03-15,,配達済み
202103110002-1,2021-03-11,C00000505,PA-CMWL,1,14300,2021-03-13,,配達済み
202103110018-1,2021-03-11,C00001567,NI-BWGS,1,15100,2021-03-15,,配達済み
202103110022-1,2021-03-11,C00002108,JA-BWWM,1,21000,2021-03-14,,配達済み
202103110010-1,2021-03-11,C00001091,TS-AWGM,1,8900,2021-03-15,,配達済み
202103110001-1,2021-03-11,C00000300,SW-AWGS,1,17600,2021-03-14,,配達済み
202103110013-1,2021-03-11,C00001256,PA-BWWL,1,19800,2021-03-14,,配達済み
202103110020-2,2021-03-11,C00001771,SW-AMWL,1,16000,2021-03-18,,配達済み
202103110000-1,2021-03-11,C00000137,PA-CWGM,2,28600,2021-03-14,,配達済み
202103110021-1,2021-03-11,C00001824,NI-CMGS,3,36900,2021-03-15,,配達済み
202103110017-1,2021-03-11,C00001463,SW-BWBM,1,15900,2021-03-14,,配達済み
202103110019-1,2021-03-11,C00001692,VE-BWBS,1,18900,2021-03-16,,配達済み
202103110011-1,2021-03-11,C00001117,TO-AUNN,1,2280,2021-03-13,,配達済み
202103110005-1,2021-03-11,C00000558,HA-AUNN,1,5280,2021-03-18,,配達済み
202103120003-1,2021-03-12,C00001021,SW-BMBS,1,15900,2021-03-15,,配達済み
202103120004-1,2021-03-12,C00001203,NI-AMBL,1,10000,2021-03-16,,配達済み
202103120002-1,2021-03-12,C00000785,PA-BWWS,1,19800,2021-03-18,2021-03-21,キャンセル
202103130015-1,2021-03-13,C00001204,JA-AWGS,3,95700,2021-03-13,,配達済み
202103130018-1,2021-03-13,C00001668,SK-AWWM,1,18100,2021-03-21,,配達済み
202103130014-2,2021-03-13,C00001134,HC-AUNN,1,1200,2021-03-20,,配達済み
202103130014-1,2021-03-13,C00001134,HA-AUNN,1,5280,2021-03-21,,配達済み
202103130005-1,2021-03-13,C00000607,HA-AUNN,1,5280,2021-03-13,,配達済み
202103130001-1,2021-03-13,C00000481,BP-BUNN,3,29400,2021-03-17,2021-03-17,キャンセル
202103130017-1,2021-03-13,C00001295,TB-BUNN,1,9800,2021-03-17,,配達済み
202103130014-3,2021-03-13,C00001134,TS-BWGS,1,7600,2021-03-21,,配達済み
202103130000-1,2021-03-13,C00000034,NI-AWWM,1,11000,2021-03-15,,配達済み
202103130000-2,2021-03-13,C00000034,HA-AKNN,1,4300,2021-03-14,,配達済み
202103130010-1,2021-03-13,C00001038,NI-AWGM,3,33000,2021-03-14,,配達済み
202103130007-1,2021-03-13,C00000926,HA-AKNN,1,4300,2021-03-13,,配達済み
202103130009-1,2021-03-13,C00000933,SB-BUNN,1,6800,2021-03-13,,配達済み
202103140008-1,2021-03-14,C00001332,PA-BWBL,1,19800,2021-03-20,,配達済み
202103140007-1,2021-03-14,C00001323,SW-CWWL,1,18400,2021-03-20,,配達済み
202103140000-1,2021-03-14,C00000167,SK-AWBM,1,18100,2021-03-18,,配達済み
202103140009-1,2021-03-14,C00001395,TB-AUNN,1,7800,2021-03-20,,配達済み
202103140011-1,2021-03-14,C00001761,TS-CMBS,1,7600,2021-03-19,,配達済み
202103140004-1,2021-03-14,C00000429,TS-BWBS,1,7600,2021-03-17,,配達済み
202103150017-1,2021-03-15,C00001371,SB-BUNN,1,6800,2021-03-20,,配達済み
202103150019-1,2021-03-15,C00001944,PA-BWGS,1,19800,2021-03-17,,配達済み
202103150006-1,2021-03-15,C00000550,NI-BMWS,1,14500,2021-03-21,,配達済み
202103150001-1,2021-03-15,C00000410,SW-CMBM,2,36800,2021-03-20,,配達済み
202103150000-1,2021-03-15,C00000039,BP-AUNN,1,10200,2021-03-18,,配達済み
202103150000-2,2021-03-15,C00000039,NI-CWGS,1,12400,2021-03-21,,配達済み
202103150020-1,2021-03-15,C00002139,HA-AUNN,1,5280,2021-03-20,,配達済み
202103150013-1,2021-03-15,C00001193,CT-CWWL,1,31000,2021-03-20,,配達済み
202103150007-1,2021-03-15,C00000815,PA-CMBL,1,14300,2021-03-18,,配達済み
202103150021-1,2021-03-15,C00002199,PA-CWWM,1,14300,2021-03-20,,配達済み
202103150018-1,2021-03-15,C00001546,SK-AWGM,1,18100,2021-03-20,,配達済み
202103150010-1,2021-03-15,C00000916,BP-BUNN,1,9800,2021-03-17,,配達済み
202103190021-1,2021-03-19,C00000991,SW-AWGL,1,17600,2021-03-23,,配達済み
202103190018-1,2021-03-19,C00000809,SW-AMBS,1,16000,2021-03-23,,配達済み
202103190000-1,2021-03-19,C00000014,PA-CWGL,1,14300,2021-03-23,,配達済み
202103190033-1,2021-03-19,C00001844,SW-CMBS,1,18400,2021-03-23,,配達済み
202103190027-1,2021-03-19,C00001468,TS-AMWL,1,7900,2021-03-25,,配達済み
202103190022-1,2021-03-19,C00001199,JA-CWWM,1,22100,2021-03-26,,配達済み
202103190032-1,2021-03-19,C00001829,NI-CWBS,1,12400,2021-03-23,,配達済み
202103190039-1,2021-03-19,C00002136,NI-BWBM,3,45300,2021-03-19,,配達済み
202103190023-1,2021-03-19,C00001366,TS-CMWS,1,7600,2021-03-21,,配達済み
202103190031-1,2021-03-19,C00001744,PA-AMWM,1,16500,2021-03-25,,配達済み
202103190006-1,2021-03-19,C00000744,BP-CUNN,1,12900,2021-03-25,,配達済み
202103190038-1,2021-03-19,C00002013,NI-CMBL,1,12300,2021-03-26,,配達済み
202103190029-1,2021-03-19,C00001526,PA-BMWL,1,20000,2021-03-22,,配達済み
202103190016-1,2021-03-19,C00000770,SB-BUNN,1,6800,2021-03-23,,配達済み
202103190001-1,2021-03-19,C00000211,NI-AWBL,1,11000,2021-03-23,,配達済み
202103190013-1,2021-03-19,C00000754,SW-AWGS,3,52800,2021-03-23,,配達済み
202103190019-1,2021-03-19,C00000890,TB-AUNN,1,7800,2021-03-20,,配達済み
202103190034-2,2021-03-19,C00001949,TS-CWWM,1,7600,2021-03-19,,配達済み
202103190034-1,2021-03-19,C00001949,TO-AUNN,1,2280,2021-03-19,,配達済み
202103190030-1,2021-03-19,C00001716,VE-AMBL,1,19800,2021-03-24,,配達済み
202103190003-1,2021-03-19,C00000352,SW-BWGS,1,15900,2021-03-23,,配達済み
202103190024-2,2021-03-19,C00001398,HC-AUNN,1,1200,2021-03-23,,配達済み
202103190024-1,2021-03-19,C00001398,SK-AWGS,1,18100,2021-03-26,,配達済み
202103200006-1,2021-03-20,C00000908,PA-CMGS,3,42900,2021-03-23,,配達済み
202103200004-1,2021-03-20,C00000323,HA-AUNN,1,5280,2021-03-22,,配達済み
202103200005-1,2021-03-20,C00000652,SW-BMWM,1,15900,2021-03-22,,配達済み
202103200007-1,2021-03-20,C00001153,HC-AUNN,3,3600,2021-03-23,,配達済み
202103200010-1,2021-03-20,C00001555,TS-AWWL,1,8900,2021-03-22,,配達済み
202103200009-1,2021-03-20,C00001253,TS-AWWM,1,8900,2021-03-28,,配達済み
202103200002-1,2021-03-20,C00000050,PA-BMGL,1,20000,2021-03-25,,配達済み
202103200015-1,2021-03-20,C00001763,PA-BMBM,1,20000,2021-03-22,,配達済み
202103210008-1,2021-03-21,C00001790,HA-BUNN,1,4800,2021-03-28,,配達済み
202103210002-1,2021-03-21,C00000311,PA-AMWS,1,16500,2021-03-25,,配達済み
202103210005-1,2021-03-21,C00001573,PA-AMWL,1,16500,2021-03-25,,配達済み
202103210004-1,2021-03-21,C00001133,PA-CWWS,1,14300,2021-03-25,,配達済み
202103210009-1,2021-03-21,C00002120,PA-AMWL,1,16500,2021-03-22,,配達済み
202103210003-1,2021-03-21,C00000737,NI-AKBL,2,16600,2021-03-25,,配達済み
202103210001-1,2021-03-21,C00000196,PA-BWGM,1,19800,2021-03-24,,配達済み
202103210013-1,2021-03-21,C00002148,SK-AWWL,1,18100,2021-03-24,,配達済み
202103220000-2,2021-03-22,C00000137,TB-BUNN,1,9800,2021-03-25,2021-04-02,キャンセル
202103220013-2,2021-03-22,C00000738,VE-AMGM,1,19800,2021-03-26,,配達済み
202103220013-1,2021-03-22,C00000738,PA-AMWM,1,16500,2021-03-27,,配達済み
202103220020-1,2021-03-22,C00001529,HA-BUNN,1,4800,2021-03-26,,配達済み
202103220009-1,2021-03-22,C00000605,TO-AUNN,1,2280,2021-03-29,,配達済み
202103220025-1,2021-03-22,C00002054,PA-AMWS,1,16500,2021-03-27,,配達済み
202103220006-1,2021-03-22,C00000473,SW-CWGS,2,36800,2021-03-26,2021-04-02,キャンセル
202103220029-1,2021-03-22,C00002229,PA-BWGM,3,59400,2021-03-27,,配達済み
202103220016-1,2021-03-22,C00000811,PA-BMGL,1,20000,2021-03-28,,配達済み
202103220005-1,2021-03-22,C00000424,SW-CMBS,1,18400,2021-03-28,,配達済み
202103220000-1,2021-03-22,C00000137,VE-BWGL,1,18900,2021-03-27,2021-04-02,キャンセル
202103220007-1,2021-03-22,C00000508,PA-BMGM,1,20000,2021-03-26,,配達済み
202103220021-1,2021-03-22,C00001593,PA-AMBS,1,16500,2021-03-26,,配達済み
202103220029-3,2021-03-22,C00002229,SW-CWBM,1,18400,2021-03-27,,配達済み
202103220019-1,2021-03-22,C00000989,NI-AMBL,1,10000,2021-03-28,,配達済み
202103220018-1,2021-03-22,C00000909,NI-AMBL,2,20000,2021-03-29,,配達済み
202103220024-1,2021-03-22,C00001736,CT-BMGS,1,38900,2021-03-29,,配達済み
202103220029-2,2021-03-22,C00002229,CT-CWWS,1,31000,2021-03-27,,配達済み
202103220027-1,2021-03-22,C00002214,PA-CWBS,1,14300,2021-03-26,,配達済み
202103230000-1,2021-03-23,C00000071,NI-CMWL,1,12300,2021-03-30,,配達済み
202103240002-1,2021-03-24,C00000016,SW-BMBM,1,15900,2021-03-25,,配達済み
202103240022-1,2021-03-24,C00001234,HC-AUNN,2,2400,2021-03-26,,配達済み
202103240018-1,2021-03-24,C00000610,PA-CMGL,3,42900,2021-03-24,,配達済み
202103240025-1,2021-03-24,C00001846,SW-BWGM,1,15900,2021-03-24,,配達済み
202103240026-1,2021-03-24,C00002196,TS-BWWM,1,7600,2021-03-25,,配達済み
202103240006-1,2021-03-24,C00000019,TO-AUNN,1,2280,2021-03-24,,配達済み
202103240020-1,2021-03-24,C00000909,VE-BMWL,1,18000,2021-03-26,,配達済み
202103240015-1,2021-03-24,C00000577,SB-AUNN,1,8800,2021-03-25,,配達済み
202103240019-1,2021-03-24,C00000646,NI-BWBS,1,15100,2021-03-25,,配達済み
202103240011-1,2021-03-24,C00000427,SK-AWGS,1,18100,2021-03-24,,配達済み
202103240008-1,2021-03-24,C00000302,NI-CMBS,1,12300,2021-03-26,,配達済み
202103240024-1,2021-03-24,C00001385,VE-BMGS,1,18000,2021-03-26,,配達済み
202103240016-1,2021-03-24,C00000578,TO-BUNN,2,4360,2021-03-24,,配達済み
202103240021-1,2021-03-24,C00001096,JA-CMBS,1,20800,2021-03-26,,配達済み
202103240007-1,2021-03-24,C00000136,NI-AMBM,1,10000,2021-03-25,,配達済み
202103250013-2,2021-03-25,C00001495,JA-AWBS,3,95700,2021-03-31,,配達済み
202103250013-1,2021-03-25,C00001495,PA-CWBS,1,14300,2021-03-29,,配達済み
202103250015-1,2021-03-25,C00001498,PA-BWWM,1,19800,2021-03-31,,配達済み
202103250000-1,2021-03-25,C00000214,NI-AWBL,1,11000,2021-03-31,,配達済み
202103250004-1,2021-03-25,C00001127,SB-AUNN,1,8800,2021-03-30,,配達済み
202103250001-1,2021-03-25,C00000455,TS-CWWS,1,7600,2021-03-29,,配達済み
202103250017-1,2021-03-25,C00002000,BP-CUNN,1,12900,2021-03-28,,配達済み
202103250007-1,2021-03-25,C00001357,NI-CMGM,1,12300,2021-04-01,,配達済み
202103250003-1,2021-03-25,C00000565,BP-AUNN,1,10200,2021-03-30,,配達済み
202103250002-1,2021-03-25,C00000493,PA-AMWM,1,16500,2021-03-29,,配達済み
202103260003-1,2021-03-26,C00000218,JA-BWWL,1,21000,2021-03-29,,配達済み
202103260058-1,2021-03-26,C00001873,SW-AMWS,1,16000,2021-04-01,,配達済み
202103260058-3,2021-03-26,C00001873,HC-BUNN,1,980,2021-04-02,,配達済み
202103260049-1,2021-03-26,C00001531,HA-BUNN,1,4800,2021-04-01,,配達済み
202103260051-1,2021-03-26,C00001546,PA-CWBM,1,14300,2021-04-01,,配達済み
202103260065-1,2021-03-26,C00002206,SK-AWGL,2,36200,2021-03-30,,配達済み
202103260006-1,2021-03-26,C00000563,PA-AMGL,1,16500,2021-04-01,,配達済み
202103260008-1,2021-03-26,C00000688,SW-BMGS,1,15900,2021-04-03,,配達済み
202103260059-1,2021-03-26,C00001877,PA-BWBM,1,19800,2021-04-02,,配達済み
202103260046-1,2021-03-26,C00001325,TO-AUNN,1,2280,2021-03-30,,配達済み
202103260013-1,2021-03-26,C00000782,CT-BMWM,2,77800,2021-03-28,,配達済み
202103260005-1,2021-03-26,C00000427,SK-AWBS,1,18100,2021-04-02,,配達済み
202103260036-1,2021-03-26,C00001282,HA-BUNN,1,4800,2021-04-02,,配達済み
202103260056-1,2021-03-26,C00001670,TS-AWWS,1,8900,2021-04-02,,配達済み
202103260029-1,2021-03-26,C00000989,NI-BMGS,1,14500,2021-03-28,,配達済み
202103260035-1,2021-03-26,C00001280,PA-AMGM,1,16500,2021-03-29,,配達済み
202103260053-1,2021-03-26,C00001583,NI-BMBL,1,14500,2021-04-03,,配達済み
202103260027-1,2021-03-26,C00000978,TS-AWGM,1,8900,2021-03-31,,配達済み
202103260019-1,2021-03-26,C00000913,TB-AUNN,1,7800,2021-03-28,,配達済み
202103260007-1,2021-03-26,C00000621,BP-BUNN,1,9800,2021-04-04,,配達済み
202103260048-1,2021-03-26,C00001377,PA-CWGL,1,14300,2021-03-30,,配達済み
202103260032-1,2021-03-26,C00001049,PA-BMGM,1,20000,2021-03-27,,配達済み
202103260010-1,2021-03-26,C00000692,HC-AUNN,1,1200,2021-03-31,,配達済み
202103260058-2,2021-03-26,C00001873,NI-BMWL,1,14500,2021-04-02,,配達済み
202103260042-1,2021-03-26,C00001286,SB-BUNN,1,6800,2021-04-04,,配達済み
202103260023-1,2021-03-26,C00000954,SB-AUNN,1,8800,2021-04-02,,配達済み
202103260057-1,2021-03-26,C00001742,HC-BUNN,1,980,2021-03-31,,配達済み
202103260026-1,2021-03-26,C00000957,NI-BMGL,1,14500,2021-03-30,,配達済み
202103260061-1,2021-03-26,C00002004,VE-CWWL,1,16800,2021-04-04,,配達済み
202103260064-1,2021-03-26,C00002028,TB-BUNN,1,9800,2021-03-29,,配達済み
202103260001-1,2021-03-26,C00000133,PA-BMWL,1,20000,2021-03-31,,配達済み
202103260000-1,2021-03-26,C00000116,SW-CMGL,3,55200,2021-04-01,,配達済み
202103260034-1,2021-03-26,C00001104,BP-CUNN,3,38700,2021-04-02,,配達済み
202103260016-1,2021-03-26,C00000816,PA-CWBS,1,14300,2021-04-03,,配達済み
202103260015-1,2021-03-26,C00000786,NI-AWWM,1,11000,2021-03-27,,配達済み
202103260034-2,2021-03-26,C00001104,TB-BUNN,1,9800,2021-03-30,,配達済み
202103270016-2,2021-03-27,C00001422,HA-AUNN,1,5280,2021-03-29,,配達済み
202103270002-1,2021-03-27,C00000412,SW-AWWM,1,17600,2021-03-30,,配達済み
202103270010-1,2021-03-27,C00000662,SK-AWWM,1,18100,2021-03-31,,配達済み
202103270004-1,2021-03-27,C00000508,NI-AMBL,1,10000,2021-04-01,,配達済み
202103270010-2,2021-03-27,C00000662,TS-AWBS,1,8900,2021-03-31,,配達済み
202103270018-1,2021-03-27,C00001826,PA-AMGM,1,16500,2021-03-31,,配達済み
202103270021-1,2021-03-27,C00001870,SB-AUNN,1,8800,2021-04-02,,配達済み
202103270011-1,2021-03-27,C00000862,CT-AWGL,1,41200,2021-04-03,,配達済み
202103270016-1,2021-03-27,C00001422,TS-BMWL,1,8700,2021-03-29,,配達済み
202103270009-1,2021-03-27,C00000608,SW-CWBM,1,18400,2021-03-31,,配達済み
202103270009-2,2021-03-27,C00000608,PA-CWBS,4,57200,2021-04-01,,配達済み
202103270003-2,2021-03-27,C00000494,HA-BUNN,1,4800,2021-03-31,,配達済み
202103270013-1,2021-03-27,C00001339,SK-AWGS,1,18100,2021-03-31,,配達済み
202103270003-1,2021-03-27,C00000494,TO-AUNN,1,2280,2021-03-31,,配達済み
202103270023-1,2021-03-27,C00002177,PA-BWBM,1,19800,2021-03-29,,配達済み
202103270012-1,2021-03-27,C00000935,TB-AUNN,1,7800,2021-03-31,,配達済み
202103280000-1,2021-03-28,C00000957,PA-CMGS,1,14300,2021-03-29,,配達済み
202103300010-1,2021-03-30,C00001928,SW-AMBL,1,16000,2021-04-07,,配達済み
202103300007-1,2021-03-30,C00000779,PA-BWGL,1,19800,2021-04-07,,配達済み
202103300003-1,2021-03-30,C00000544,SW-AWGS,1,17600,2021-04-03,,配達済み
202103300006-1,2021-03-30,C00000561,TS-CMWS,3,22800,2021-04-07,,配達済み
202103300001-1,2021-03-30,C00000078,PA-AMBS,1,16500,2021-04-05,,配達済み
202103300009-1,2021-03-30,C00001037,HC-AUNN,1,1200,2021-04-06,,配達済み
202104010001-1,2021-04-01,C00000910,NI-AMBS,1,10000,2021-04-03,,配達済み
202104010004-1,2021-04-01,C00001020,NI-CMBM,2,24600,2021-04-03,,配達済み
202104010000-1,2021-04-01,C00000128,PA-AMGS,1,16500,2021-04-08,,配達済み
202104010013-1,2021-04-01,C00002161,TB-BUNN,1,9800,2021-04-02,,配達済み
202104010009-2,2021-04-01,C00001320,SW-AWGL,1,17600,2021-04-02,,配達済み
202104010009-1,2021-04-01,C00001320,PA-BWBS,2,39600,2021-04-03,,配達済み
202104010003-1,2021-04-01,C00001005,NI-CMWM,1,12300,2021-04-05,,配達済み
202104010011-1,2021-04-01,C00001539,PA-BWWS,1,19800,2021-04-07,,配達済み
202104020005-1,2021-04-02,C00002014,TS-CWBM,1,7600,2021-04-08,,配達済み
202104020004-1,2021-04-02,C00001140,HC-AUNN,1,1200,2021-04-03,,配達済み
202104020001-1,2021-04-02,C00000076,TS-AMGS,1,7900,2021-04-02,,配達済み
202104030002-1,2021-04-03,C00001555,NI-BWWM,1,15100,2021-04-07,,配達済み
202104030001-1,2021-04-03,C00001286,PA-AMBM,1,16500,2021-04-05,,配達済み
202104040024-1,2021-04-04,C00001460,SW-AWWS,1,17600,2021-04-12,,配達済み
202104040022-1,2021-04-04,C00001174,PA-BMGS,1,20000,2021-04-11,2021-04-04,キャンセル
202104040021-1,2021-04-04,C00001105,PA-CMGM,1,14300,2021-04-11,,配達済み
202104040007-1,2021-04-04,C00000947,HC-BUNN,1,980,2021-04-11,,配達済み
202104040033-1,2021-04-04,C00001999,PA-AMGL,1,16500,2021-04-10,,配達済み
202104040006-1,2021-04-04,C00000645,NI-AMBS,1,10000,2021-04-11,2021-04-04,キャンセル
202104040012-1,2021-04-04,C00001043,SB-CUNN,1,5890,2021-04-13,,配達済み
202104040029-1,2021-04-04,C00001540,PA-BMGS,1,20000,2021-04-09,,配達済み
202104040028-1,2021-04-04,C00001516,CT-CWBL,1,31000,2021-04-09,,配達済み
202104040016-1,2021-04-04,C00001046,JA-BWWM,1,21000,2021-04-09,,配達済み
202104040001-2,2021-04-04,C00000345,HC-BUNN,1,980,2021-04-08,,配達済み
